Quantify Compound Summary Report 

Printed Fri Dec 04 12:11:50 2020

Compound 1:  tryptophan

	#	Name	Sample Text	Type	%Dev	Primary Flags	Conc.	Std. Conc	RT	Area	IS Area	Response
8	8	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 1_11	Cal 1	Standard	0.6	bb	10.064	10.000	0.77	90476.258		90476.258
107	107	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 8_110	Cal 8	Standard	3.5	bb	10.352	10.000	0.78	93071.172		93071.172
108	108	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 7_111	Cal 7	Standard	5.9	bb	10.585	10.000	0.76	95162.281		95162.281
109	109	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 6_112	Cal 6	Standard	2.1	bb	10.213	10.000	0.76	91819.141		91819.141
110	110	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 5_113	Cal 5	Standard	-3.0	bb	9.699	10.000	0.77	87193.258		87193.258
111	111	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 4_114	Cal 4	Standard	5.9	bb	10.590	10.000	0.77	95205.633		95205.633
112	112	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 3_115	Cal 3	Standard	14.5	bb	11.446	10.000	0.77	102903.172		102903.172
113	113	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 2_116	Cal 2	Standard	-2.1	bb	9.792	10.000	0.77	88035.328		88035.328
114	114	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 1_117	Cal 1	Standard	2.6	db	10.263	10.000	0.78	92268.656		92268.656
32	32	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 5_35	QC 5	QC	3.1	bb	10.311	10.000	0.78	92699.305		92699.305
44	44	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 2_47	QC 2	QC	0.2	bb	10.020	10.000	0.77	90085.188		90085.188
56	56	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 6_59	QC 6	QC	27.5	bb	12.748	10.000	0.78	114608.445		114608.445
68	68	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 4_71	QC 4	QC	-16.0	bb	8.402	10.000	0.77	75537.219		75537.219
80	80	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 1_83	QC 1	QC	-97.9	bb	0.210	10.000	0.78	1891.326		1891.326
92	92	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 3_95	QC 3	QC	-22.6	bb	7.741	10.000	0.78	69598.133		69598.133
9	9	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_12	Double Blank	Blank				10.000				
21	21	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_24	Double Blank	Blank				10.000				
33	33	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_36	Double Blank	Blank				10.000				
45	45	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_48	Double Blank	Blank				10.000				
57	57	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_60	Double Blank	Blank				10.000				
69	69	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_72	Double Blank	Blank				10.000				
81	81	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_84	Double Blank	Blank				10.000				
93	93	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_96	Double Blank	Blank				10.000				
105	105	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_108	Double Blank	Blank				10.000				
106	106	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_109	Double Blank	Blank				10.000				
10	10	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00251_CV0013_13	COV00251_CV0013	Analyte	-3.2	bb	9.678	10.000	0.77	87008.609		87008.609
11	11	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00252_CV0024_14	COV00252_CV0024	Analyte	-10.8	bb	8.920	10.000	0.77	80196.398		80196.398
12	12	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00253_CV0026_15	COV00253_CV0026	Analyte	-17.9	bb	8.212	10.000	0.77	73830.836		73830.836
13	13	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00254_CV0001_16	COV00254_CV0001	Analyte	-8.8	bb	9.120	10.000	0.77	81991.289		81991.289
14	14	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00255_CV0023_17	COV00255_CV0023	Analyte	-6.0	bb	9.398	10.000	0.78	84493.016		84493.016
15	15	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00256_CV0025_18	COV00256_CV0025	Analyte	-26.3	bb	7.367	10.000	0.77	66228.672		66228.672
16	16	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00257_CV0010_19	COV00257_CV0010	Analyte	-13.5	bb	8.649	10.000	0.78	77752.531		77752.531
17	17	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00258_CV0034_20	COV00258_CV0034	Analyte	-11.2	bb	8.877	10.000	0.77	79811.063		79811.063
18	18	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00259_CV0038_21	COV00259_CV0038	Analyte	-9.4	bb	9.064	10.000	0.78	81492.109		81492.109
19	19	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00260_CV0040_22	COV00260_CV0040	Analyte	-9.7	bb	9.032	10.000	0.78	81200.172		81200.172
20	20	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_PLASMA LTR_23	PLASMA LTR	Analyte	-1.3	bb	9.869	10.000	0.77	88727.000		88727.000
22	22	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00263_CV0045_25	COV00263_CV0045	Analyte	-18.0	bb	8.200	10.000	0.77	73720.492		73720.492
23	23	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00264_CV0003_26	COV00264_CV0003	Analyte	-16.1	bb	8.386	10.000	0.77	75395.883		75395.883
24	24	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00265_CV0037_27	COV00265_CV0037	Analyte	-20.2	bb	7.984	10.000	0.78	71775.688		71775.688
25	25	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00266_CV0039_28	COV00266_CV0039	Analyte	-8.5	bb	9.147	10.000	0.77	82235.305		82235.305
26	26	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00267_CV0044_29	COV00267_CV0044	Analyte	-16.7	bb	8.334	10.000	0.77	74925.313		74925.313
27	27	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00268_CV0047_30	COV00268_CV0047	Analyte	-5.4	db	9.461	10.000	0.78	85052.961		85052.961
28	28	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00269_CV0048_31	COV00269_CV0048	Analyte	-21.3	bb	7.866	10.000	0.77	70716.750		70716.750
29	29	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00270_CV0006_32	COV00270_CV0006	Analyte	-21.8	bb	7.824	10.000	0.77	70337.500		70337.500
30	30	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00271_CV0011_33	COV00271_CV0011	Analyte	-19.9	bb	8.010	10.000	0.77	72008.391		72008.391
31	31	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00272_CV0046_34	COV00272_CV0046	Analyte	-2.2	bb	9.782	10.000	0.78	87940.672		87940.672
34	34	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00275_CV0036_37	COV00275_CV0036	Analyte	-11.3	bb	8.870	10.000	0.77	79743.500		79743.500
35	35	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00276_CV0050_38	COV00276_CV0050	Analyte	-6.9	bb	9.313	10.000	0.77	83730.516		83730.516
36	36	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00277_CV0001_39	COV00277_CV0001	Analyte	-6.7	db	9.330	10.000	0.78	83879.766		83879.766
37	37	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00278_CV0056_40	COV00278_CV0056	Analyte	-6.5	bb	9.348	10.000	0.78	84037.898		84037.898
38	38	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00279_CV0058_41	COV00279_CV0058	Analyte	-14.9	bb	8.505	10.000	0.77	76464.344		76464.344
39	39	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00280_CV0059_42	COV00280_CV0059	Analyte	0.0	bb	10.002	10.000	0.78	89921.922		89921.922
40	40	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00281_CV0074_43	COV00281_CV0074	Analyte	-1.6	db	9.840	10.000	0.78	88466.180		88466.180
41	41	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00282_CV0051_44	COV00282_CV0051	Analyte	-7.4	bb	9.260	10.000	0.77	83248.719		83248.719
42	42	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00283_CV0060_45	COV00283_CV0060	Analyte	-10.8	bb	8.925	10.000	0.77	80235.398		80235.398
43	43	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00284_CV0049_46	COV00284_CV0049	Analyte	-5.9	bb	9.406	10.000	0.78	84563.531		84563.531
46	46	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00287_CV0073_49	COV00287_CV0073	Analyte	-1.7	bb	9.830	10.000	0.77	88377.859		88377.859
47	47	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00288_CV0064_50	COV00288_CV0064	Analyte	3.0	bb	10.295	10.000	0.77	92557.648		92557.648
48	48	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00289_CV0069_51	COV00289_CV0069	Analyte	-5.3	bb	9.474	10.000	0.77	85171.539		85171.539
49	49	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00290_CV0071_52	COV00290_CV0071	Analyte	-12.1	bb	8.792	10.000	0.77	79038.039		79038.039
50	50	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00291_CV0072_53	COV00291_CV0072	Analyte	-9.1	bb	9.089	10.000	0.78	81708.055		81708.055
51	51	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00292_CV0076_54	COV00292_CV0076	Analyte	-9.0	bb	9.100	10.000	0.77	81815.094		81815.094
52	52	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00293_CV0078_55	COV00293_CV0078	Analyte	-5.8	bb	9.424	10.000	0.76	84722.539		84722.539
53	53	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00294_CV0082_56	COV00294_CV0082	Analyte	-2.0	bb	9.797	10.000	0.77	88079.563		88079.563
54	54	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00295_CV0084_57	COV00295_CV0084	Analyte	-4.8	bb	9.523	10.000	0.77	85610.164		85610.164
55	55	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00296_CV0086_58	COV00296_CV0086	Analyte	-8.3	db	9.168	10.000	0.78	82426.914		82426.914
58	58	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00299_CV0085_61	COV00299_CV0085	Analyte	-4.6	bb	9.538	10.000	0.77	85751.875		85751.875
59	59	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00300_CV0015_62	COV00300_CV0015	Analyte	-2.5	bb	9.747	10.000	0.77	87626.602		87626.602
60	60	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00301_CV0027_63	COV00301_CV0027	Analyte	-13.0	bb	8.698	10.000	0.77	78198.586		78198.586
61	61	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00302_CV0032_64	COV00302_CV0032	Analyte	-12.2	bb	8.779	10.000	0.78	78921.094		78921.094
62	62	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00303_CV0047_65	COV00303_CV0047	Analyte	-6.8	bb	9.319	10.000	0.77	83778.305		83778.305
63	63	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00304_CV0052_66	COV00304_CV0052	Analyte	-21.8	bb	7.825	10.000	0.78	70344.570		70344.570
64	64	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00305_CV0057_67	COV00305_CV0057	Analyte	-3.2	bb	9.680	10.000	0.77	87025.414		87025.414
65	65	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00306_CV0065_68	COV00306_CV0065	Analyte	-7.7	bb	9.228	10.000	0.77	82963.781		82963.781
66	66	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00307_CV0077_69	COV00307_CV0077	Analyte	-3.2	bb	9.677	10.000	0.78	86996.883		86996.883
67	67	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00308_CV0080_70	COV00308_CV0080	Analyte	6.5	db	10.653	10.000	0.78	95777.219		95777.219
70	70	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00311_CV0089_73	COV00311_CV0089	Analyte	-1.5	bb	9.853	10.000	0.78	88577.734		88577.734
71	71	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00312_CV0093_74	COV00312_CV0093	Analyte	2.8	bb	10.279	10.000	0.77	92413.664		92413.664
72	72	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00313_CV0094_75	COV00313_CV0094	Analyte	-14.2	bb	8.582	10.000	0.77	77151.531		77151.531
73	73	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00314_CV0033_76	COV00314_CV0033	Analyte	-13.1	bb	8.688	10.000	0.77	78111.375		78111.375
74	74	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00315_CV0092_77	COV00315_CV0092	Analyte	-5.8	bb	9.417	10.000	0.77	84659.367		84659.367
75	75	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00316_CV0102_78	COV00316_CV0102	Analyte	-3.0	bb	9.699	10.000	0.78	87197.695		87197.695
76	76	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00317_CV0105_79	COV00317_CV0105	Analyte	4.5	bb	10.448	10.000	0.77	93933.367		93933.367
77	77	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00318_CV0095_80	COV00318_CV0095	Analyte	-2.0	bb	9.795	10.000	0.77	88060.531		88060.531
78	78	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00319_CV0003_81	COV00319_CV0003	Analyte	8.5	bb	10.851	10.000	0.77	97551.398		97551.398
79	79	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00320_CV0034_82	COV00320_CV0034	Analyte	9.0	db	10.897	10.000	0.78	97966.547		97966.547
82	82	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00323_CV0099_85	COV00323_CV0099	Analyte	-1.9	bb	9.806	10.000	0.77	88158.422		88158.422
83	83	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00324_CV0039_86	COV00324_CV0039	Analyte	0.3	bb	10.034	10.000	0.79	90206.328		90206.328
84	84	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00325_CV0097_87	COV00325_CV0097	Analyte	-4.6	bb	9.535	10.000	0.77	85722.719		85722.719
85	85	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00326_CV0098_88	COV00326_CV0098	Analyte	2.7	bb	10.274	10.000	0.78	92367.453		92367.453
86	86	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00327_CV0050_89	COV00327_CV0050	Analyte	-12.8	bb	8.720	10.000	0.77	78393.695		78393.695
87	87	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00328_CV0075_90	COV00328_CV0075	Analyte	-4.8	bb	9.523	10.000	0.77	85610.930		85610.930
88	88	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00329_CV0079_91	COV00329_CV0079	Analyte	5.6	bb	10.556	10.000	0.77	94901.633		94901.633
89	89	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00330_CV0103_92	COV00330_CV0103	Analyte	-0.7	bb	9.933	10.000	0.77	89302.680		89302.680
90	90	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00331_CV0104_93	COV00331_CV0104	Analyte	-12.1	bb	8.786	10.000	0.77	78989.844		78989.844
91	91	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00332_CV0059_94	COV00332_CV0059	Analyte	-2.2	bb	9.776	10.000	0.77	87887.109		87887.109
94	94	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00335_CV0101_97	COV00335_CV0101	Analyte	8.5	bb	10.846	10.000	0.78	97511.977		97511.977
95	95	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00336_CV0056_98	COV00336_CV0056	Analyte	-12.6	bb	8.743	10.000	0.77	78602.547		78602.547
96	96	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00337_CV0068_99	COV00337_CV0068	Analyte	-8.7	bb	9.132	10.000	0.78	82099.297		82099.297
97	97	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00338_CV0071_100	COV00338_CV0071	Analyte	1.6	db	10.157	10.000	0.78	91313.492		91313.492
98	98	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00339_CV0088_101	COV00339_CV0088	Analyte	3.6	bb	10.355	10.000	0.77	93096.805		93096.805
99	99	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00340_CV0106_102	COV00340_CV0106	Analyte	12.1	bb	11.207	10.000	0.77	100757.445		100757.445
100	100	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00341_CV0107_103	COV00341_CV0107	Analyte	-0.8	bb	9.916	10.000	0.77	89147.227		89147.227
101	101	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00342_CV0108_104	COV00342_CV0108	Analyte	4.2	bb	10.422	10.000	0.77	93699.477		93699.477
102	102	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00343_CV0109_105	COV00343_CV0109	Analyte	6.8	db	10.683	10.000	0.78	96043.789		96043.789
103	103	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00344_CV0115_106	COV00344_CV0115	Analyte	-15.2	bb	8.485	10.000	0.77	76282.336		76282.336
104	104	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_PLASMA LTR_107	PLASMA LTR	Analyte	-9.0	bb	9.098	10.000	0.76	81792.594		81792.594

Compound 34:  SIL beta-nicotinamide mononucleotide D3

	#	Name	Sample Text	Type	%Dev	Primary Flags	Conc.	Std. Conc	RT	Area	IS Area	Response
1	1	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 8_4	Cal 8	Standard	-2.8	bb	9.718	10.000	0.48	2626919.250		2626919.250
2	2	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 7_5	Cal 7	Standard	-35.7	bb	6.431	10.000	0.48	1738460.625		1738460.625
3	3	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 6_6	Cal 6	Standard	13.2	bb	11.320	10.000	0.47	3059874.000		3059874.000
4	4	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 5_7	Cal 5	Standard	19.8	bb	11.977	10.000	0.48	3237423.000		3237423.000
5	5	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 4_8	Cal 4	Standard	2.5	bb	10.245	10.000	0.48	2769408.750		2769408.750
6	6	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 3_9	Cal 3	Standard	-15.3	bd	8.466	10.000	0.48	2288564.500		2288564.500
7	7	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 2_10	Cal 2	Standard	-9.8	bb	9.021	10.000	0.48	2438487.750		2438487.750
8	8	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 1_11	Cal 1	Standard	-28.2	bb	7.184	10.000	0.48	1941844.250		1941844.250
107	107	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 8_110	Cal 8	Standard	-11.8	bd	8.824	10.000	0.47	2385271.250		2385271.250
108	108	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 7_111	Cal 7	Standard	20.1	bb	12.006	10.000	0.47	3245271.500		3245271.500
109	109	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 6_112	Cal 6	Standard	21.7	bb	12.170	10.000	0.47	3289607.750		3289607.750
110	110	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 5_113	Cal 5	Standard	42.8	bb	14.281	10.000	0.47	3860386.500		3860386.500
111	111	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 4_114	Cal 4	Standard	17.9	bb	11.795	10.000	0.47	3188284.250		3188284.250
112	112	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 3_115	Cal 3	Standard	14.0	bb	11.405	10.000	0.48	3082898.250		3082898.250
113	113	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 2_116	Cal 2	Standard	5.9	bb	10.592	10.000	0.47	2863202.000		2863202.000
114	114	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 1_117	Cal 1	Standard	-54.3	bd	4.566	10.000	0.48	1234359.000		1234359.000
32	32	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 5_35	QC 5	QC	10.9	bd	11.089	10.000	0.48	2997420.000		2997420.000
44	44	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 2_47	QC 2	QC	2.5	bb	10.247	10.000	0.48	2769924.500		2769924.500
56	56	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 6_59	QC 6	QC	-13.7	bd	8.631	10.000	0.48	2332961.500		2332961.500
68	68	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 4_71	QC 4	QC	12.3	bb	11.226	10.000	0.48	3034663.250		3034663.250
80	80	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 1_83	QC 1	QC	-96.7	bb	0.335	10.000	0.48	90509.922		90509.922
92	92	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 3_95	QC 3	QC	-5.4	bb	9.464	10.000	0.48	2558119.000		2558119.000
9	9	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_12	Double Blank	Blank	-100.0	db	0.000	10.000	0.48	10.626		10.626
21	21	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_24	Double Blank	Blank				10.000				
33	33	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_36	Double Blank	Blank				10.000				
45	45	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_48	Double Blank	Blank				10.000				
57	57	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_60	Double Blank	Blank	-100.0	db	0.000	10.000	0.47	70.469		70.469
69	69	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_72	Double Blank	Blank	-100.0	bb	0.000	10.000	0.49	3.032		3.032
81	81	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_84	Double Blank	Blank				10.000				
93	93	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_96	Double Blank	Blank	-100.0	db	0.000	10.000	0.49	16.870		16.870
105	105	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_108	Double Blank	Blank	-100.0	db	0.000	10.000	0.48	4.073		4.073
106	106	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_109	Double Blank	Blank	-100.0	bb	0.000	10.000	0.47	33.353		33.353
10	10	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00251_CV0013_13	COV00251_CV0013	Analyte	-98.8	bb	0.116	10.000	0.47	31370.080		31370.080
11	11	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00252_CV0024_14	COV00252_CV0024	Analyte	-98.5	bb	0.149	10.000	0.48	40182.445		40182.445
12	12	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00253_CV0026_15	COV00253_CV0026	Analyte	-98.9	bd	0.111	10.000	0.48	30021.838		30021.838
13	13	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00254_CV0001_16	COV00254_CV0001	Analyte	-98.9	bd	0.113	10.000	0.48	30546.020		30546.020
14	14	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00255_CV0023_17	COV00255_CV0023	Analyte	-98.7	bb	0.127	10.000	0.48	34268.406		34268.406
15	15	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00256_CV0025_18	COV00256_CV0025	Analyte	-98.4	bb	0.159	10.000	0.48	42878.965		42878.965
16	16	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00257_CV0010_19	COV00257_CV0010	Analyte	-98.2	bb	0.182	10.000	0.48	49233.594		49233.594
17	17	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00258_CV0034_20	COV00258_CV0034	Analyte	-98.0	bd	0.202	10.000	0.48	54585.250		54585.250
18	18	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00259_CV0038_21	COV00259_CV0038	Analyte	-99.0	bd	0.100	10.000	0.48	26940.988		26940.988
